Agency,SideID,Date,Discharge cfs,Data Quality,discharge m3/s
USGS,11252275,5/13/17,283,A,8.013711
USGS,11252275,5/14/17,276,A,7.815492
USGS,11252275,5/15/17,271,A,7.673907
USGS,11252275,5/16/17,291,A,8.240247
USGS,11252275,5/17/17,295,A,8.353515
USGS,11252275,5/18/17,287,A,8.126979
USGS,11252275,5/19/17,291,A,8.240247
USGS,11252275,5/20/17,296,A,8.381832
USGS,11252275,5/21/17,290,A,8.21193
USGS,11252275,5/22/17,293,A,8.296881
USGS,11252275,5/23/17,274,A,7.758858
USGS,11252275,5/24/17,311,A,8.806587
USGS,11252275,5/25/17,293,A,8.296881
USGS,11252275,5/26/17,291,A,8.240247
USGS,11252275,5/27/17,291,A,8.240247
USGS,11252275,5/28/17,295,A,8.353515
USGS,11252275,5/29/17,320,A,9.06144
USGS,11252275,5/30/17,327,A,9.259659
USGS,11252275,5/31/17,331,A,9.372927
USGS,11252275,6/1/17,302,A,8.551734
USGS,11252275,6/2/17,321,A,9.089757
USGS,11252275,6/3/17,320,A,9.06144
USGS,11252275,6/4/17,311,A,8.806587
USGS,11252275,6/5/17,258,A,7.305786
USGS,11252275,6/6/17,260,A,7.36242
USGS,11252275,6/7/17,266,A,7.532322
USGS,11252275,6/8/17,266,A,7.532322
USGS,11252275,6/9/17,266,A,7.532322
USGS,11252275,6/10/17,267,A,7.560639
USGS,11252275,6/11/17,269,A,7.617273
USGS,11252275,6/12/17,265,A,7.504005
USGS,11252275,6/13/17,265,A,7.504005
USGS,11252275,6/14/17,267,A,7.560639
USGS,11252275,6/15/17,265,A,7.504005
USGS,11252275,6/16/17,266,A,7.532322
USGS,11252275,6/17/17,269,A,7.617273
USGS,11252275,6/18/17,272,A,7.702224
USGS,11252275,6/19/17,278,A,7.872126
USGS,11252275,6/20/17,281,A,7.957077
USGS,11252275,6/21/17,284,A,8.042028
USGS,11252275,6/22/17,277,A,7.843809
USGS,11252275,6/23/17,274,A,7.758858
USGS,11252275,6/24/17,274,A,7.758858
USGS,11252275,6/25/17,272,A,7.702224
USGS,11252275,6/26/17,271,A,7.673907
USGS,11252275,6/27/17,273,A,7.730541
USGS,11252275,6/28/17,282,A,7.985394
USGS,11252275,6/29/17,279,A,7.900443
USGS,11252275,6/30/17,273,A,7.730541
USGS,11252275,7/1/17,273,A,7.730541
USGS,11252275,7/2/17,270,A,7.64559
USGS,11252275,7/3/17,268,A,7.588956
USGS,11252275,7/4/17,266,A,7.532322
USGS,11252275,7/5/17,265,A,7.504005
USGS,11252275,7/6/17,255,A,7.220835
USGS,11252275,7/7/17,247,A,6.994299
USGS,11252275,7/8/17,248,A,7.022616
USGS,11252275,7/9/17,241,A,6.824397
USGS,11252275,7/10/17,236,A,6.682812
USGS,11252275,7/11/17,291,A,8.240247
USGS,11252275,7/12/17,456,A,12.912552
USGS,11252275,7/13/17,446,A,12.629382
USGS,11252275,7/14/17,433,A,12.261261
USGS,11252275,7/15/17,430,A,12.17631
USGS,11252275,7/16/17,431,A,12.204627
USGS,11252275,7/17/17,437,A,12.374529
USGS,11252275,7/18/17,441,A,12.487797
USGS,11252275,7/19/17,444,A,12.572748
USGS,11252275,7/20/17,417,A,11.808189
USGS,11252275,7/21/17,892,A,25.258764
USGS,11252275,7/22/17,1070,A,30.29919
USGS,11252275,7/23/17,1070,A,30.29919
USGS,11252275,7/24/17,1070,A,30.29919
USGS,11252275,7/25/17,1070,A,30.29919
USGS,11252275,7/26/17,1080,A,30.58236
USGS,11252275,7/27/17,1060,A,30.01602
USGS,11252275,7/28/17,1060,A,30.01602
USGS,11252275,7/29/17,1030,A,29.16651
USGS,11252275,7/30/17,743,A,21.039531
USGS,11252275,7/31/17,733,A,20.756361
USGS,11252275,8/1/17,728,A,20.614776
USGS,11252275,8/2/17,726,A,20.558142
USGS,11252275,8/3/17,721,A,20.416557
USGS,11252275,8/4/17,721,A,20.416557
USGS,11252275,8/5/17,704,A,19.935168
USGS,11252275,8/6/17,600,A,16.9902
USGS,11252275,8/7/17,529,A,14.979693
USGS,11252275,8/8/17,721,A,20.416557
